count\tpair_ref//hyp
(reference//hypothesis)
   1 soames//solmes
   1 soames//psalmes
   1 snubnosed//nosed
   1 smild//smiled
   1 sleeve//steve
   1 skillful//skilful
   1 silviadies//sylviadies
   1 silviadid//sylviadid
   1 sif//sift
   1 showring//showering
   1 should//would
   1 ship//generalship
   1 shewd//showed
   1 shames//sham
   1 shall//shalt
   1 servant//servants
   1 sentences//sentence
   1 sent//set
   1 senora//signora
   1 senor//signor
   1 sence//since
   1 seers//sightseers
   1 seem//seemed
   1 scutcheon//studchen
   1 scuse//excuse
   1 scouting//scout
   1 scevra//skevre
   1 sceura//scura
   1 scene//seen
   1 scathe//scath
   1 say//save
   1 saved//save
   1 sate//sat
   1 sandford//sanford
   1 sailorman//man
   1 saild//sailed
   1 rufus//ruffus
   1 room//anteroom
   1 roi//roy
   1 roerer//rohrer
   1 robin//cockrobin
   1 rhone//roan
   1 reweighed//weighed
   1 repartees//reparte
   1 remember//remembered
   1 remark//remarked
   1 remained//remaining
   1 reenforcements//reinforcements
   1 reeder//reader
   1 redman//redmond
   1 rate//raid
   1 ranged//arranged
   1 quinson//quincent
   1 puttin//ing
   1 purposed//purpose
   1 prynne//prynn
   1 proselyting//proselyteing
   1 prevent//present
   1 precieuses//prestiuses
   1 precede//proceed
   1 power//horsepower
   1 portes//douceport
   1 popham//em
   1 poos//kickapoos
   1 pond//pawn
   1 pleasance//pleasants
   1 plaits//plates
   1 place//doorplace
   1 pipt//pippt
   1 pick//pig
   1 phronsie//fronzy
   1 phronsie//francie
   1 pet//ped
   1 pegrenne//pène
   1 pegre//pègre
   1 pease//peace
   1 patients//patience
   1 pasteboard//paceboard
   1 paschal//pastal
   1 paroquet//parakeet
   1 ozma//osma
   1 oughter//er
   1 ottley//oatle
   1 origin//irigigin
   1 or//of
   1 olaf//olof
   1 officers//is
   1 of//you
   1 of//to
   1 of//the
   1 of//o
   1 of//has
   1 occupants//occupant
   1 oaks//yolks
   1 nunkie//nunky
   1 nothin//nothing
   1 not//whatnot
   1 not//nodd
   1 not//cannot
   1 northwest//west
   1 northwards//northward
   1 nor//or
   1 nobler//blur
   1 nearer//near
   1 natty//nadie
   1 narwhale//norwal
   1 nares//nairs
   1 n//eatin
   1 n//an
   1 mussulmans//musselmans
   1 mummeries//mummies
   1 mouthed//foulmouthed
   1 mounted//mountain
   1 mothers//is
   1 morrow//tomorrow
   1 moonbeams//beams
   1 montrose//montreaux
   1 montfichet//vichet
   1 monceux//monceau
   1 mombi//momby
   1 mohammed//muhammad
   1 mo//em
   1 mists//mist
   1 mingoes//mingos
   1 militated//mitigated
   1 messrs//messiers
   1 mersey//mercy
   1 merganser//mergantser
   1 merchiston//murchiston
   1 men//man
   1 meet//met
   1 mealyback//back
   1 meadowcroft//meadacroft
   1 me//mean
   1 marianne//ann
   1 manservant//servant
   1 manifested//his
   1 manicamp//manekamp
   1 making//lovemaking
   1 luke//luce
   1 luis//louis
   1 louis//louise
   1 lo//hello
   1 liter//leader
   1 lines//taglines
   1 line//in
   1 lindens//lindans
   1 lillys//is
   1 lilly//lily
   1 lilburn//littleburn
   1 like//swordlike
   1 light//floor
   1 light//candlelight
   1 less//nonetheless
   1 leocadia//leucadia
   1 leocadia//leocheria
   1 leocadi//leocadia
   1 lefrank//lefranc
   1 learned//learnt
   1 laren//mclaren
   1 lanthorn//lantern
   1 lambent//at
   1 lallie//lally
   1 lake//leake
   1 kneed//need
   1 kind//again
   1 keogh//keop
   1 keeper//barkeeper
   1 kaffar//cafir
   1 kaffar//caffer
   1 jus//jest
   1 jasper//japser
   1 jail//drail
   1 jago//johnnyago
   1 its//is
   1 it//that
   1 it//and
   1 ist//sharpest
   1 is//troopers
   1 is//these
   1 is//strollers
   1 is//solens
   1 is//simmons
   1 is//robins
   1 is//putint
   1 is//masters
   1 is//jewelers
   1 is//it
   1 is//his
   1 is//hearts
   1 is//feelings
   1 is//carpathios
   1 is//beggars
   1 is//as
   1 irwine//irwin
   1 intrenchment//entrenchment
   1 into//in
   1 intents//intense
   1 infants//is
   1 inclosed//enclosed
   1 inaction//action
   1 in//person
   1 in//on
   1 in//of
   1 in//an
   1 impresses//impress
   1 impearled//imperled
   1 ike//like
   1 ignoble//ignobile
   1 ideal//idol
   1 ichthyosaurus//ithyosaurus
   1 hydras//is
   1 hussy//hussey
   1 housecleaning//cleaning
   1 house//farmhouse
   1 hound//boarhound
   1 hotbed//bed
   1 host//hose
   1 horseplay//play
   1 horace//horrants
   1 hill//uphill
   1 here//there
   1 heracleitus//heraclitus
   1 her//the
   1 hen//han
   1 helmsman//helmsmen
   1 he//who
   1 he//we
   1 he//harry
   1 hazewrapped//wrapped
   1 hawtrey//holtry
   1 have//has
   1 has//is
   1 harts//hearts
   1 harkened//hearkened
   1 harangue//harang
   1 harald//harold
   1 happen//happened
   1 hanna//a
   1 hangings//hanging
   1 hamlet//hanlit
   1 ham//him
   1 halloa//hallo
   1 hakon//in
   1 had//have
   1 had//has
   1 guests//guest
   1 grim//grimm
   1 griefs//greeds
   1 greeing//green
   1 grand//great
   1 gradated//graded
   1 government//governor
   1 goobers//goobles
   1 goat//boat
   1 give//gave
   1 girard//gerard
   1 gier//gear
   1 giaours//gyors
   1 ghisizzle//gipgisal
   1 ghip//gipka
   1 ghip//gipge
   1 ghip//gipga
   1 gentlemen//gentleman
   1 gayly//gaily
   1 gamewell//well
   1 fulness//fullness
   1 full//fall
   1 foreseeing//seeing
   1 fitzooth//uth
   1 fitzooth//outh
   1 fitzooth//fitzsooth
   1 fitzooth//fitzouth
   1 fever//feve
   1 fete//fight
   1 fete//fet
   1 farthest//further
   1 faction//in
   1 exist//coexist
   1 ever//forever
   1 ever//error
   1 evenin//putt
   1 este//villadeste
   1 esprit//spree
   1 especial//especially
   1 escheated//eschiated
   1 er//a
   1 enthralment//enthrallment
   1 enquiries//inquiries
   1 enquired//inquired
   1 enquire//inquire
   1 emil//emile
   1 emil//amyle
   1 emil//amy
   1 emil//amiel
   1 emigrant//immigrant
   1 em//them
   1 elsinore//elsinor
   1 elmo//ewell
   1 elcho//elko
   1 easterly//easterley
   1 dykes//dikes
   1 dyin//dying
   1 duerer//dur
   1 dripping//tripping
   1 dress//stress
   1 doves//is
   1 doughnuts//donuts
   1 dorothy//dartie
   1 donnithorne//thorne
   1 dobrynadid//dobrinadid
   1 divisions//about
   1 districts//district
   1 dissented//descended
   1 dissent//descent
   1 dispatch//despatch
   1 dias//dais
   1 delicate//delegate
   1 deliberative//deliberate
   1 degree//adegree
   1 dedalos//dedlos
   1 de//mister
   1 day//today
   1 d//phd
   1 cyn//sin
   1 cutters//woodcutters
   1 curved//carved
   1 curbstone//kerbstone
   1 cresswells//crestwells
   1 craswellers//cresswellers
   1 crasweller//cressweller
   1 courant//accurant
   1 countenance//continence
   1 couldn//goodn
   1 could//not
   1 cotton//garden
   1 costs//cost
   1 contained//containing
   1 conseil//consey
   1 conquerin//conquering
   1 condition//conditioning
   1 condense//condensed
   1 composser//composer
   1 compliance//noncompliance
   1 colorists//colourists
   1 colorist//colorless
   1 collecting//lecting
   1 cloth//tablecloth
   1 clew//clue
   1 clause//claw
   1 civet//savet
   1 christain//christian
   1 chord//accord
   1 chingachgook//chingatchguk
   1 chingachgook//chingachkuk
   1 chiaroscurist//curoscurist
   1 cheroot//chirut
   1 chatterbox//box
   1 charente//ténéchante
   1 charente//tonetchirant
   1 charente//tonetchalante
   1 charente//tenecharrant
   1 cetera//etc
   1 cendenaries//sendiaries
   1 ceasd//ceased
   1 cavern//cabin
   1 casts//cast
   1 cast//caste
   1 casemates//mates
   1 canvass//canvas
   1 can//could
   1 bye//goodbye
   1 by//what
   1 but//do
   1 burne//byrne
   1 bunnit//bunnet
   1 bul//bulb
   1 brontes//is
   1 broken//heartbroken
   1 britannulists//eulists
   1 britannula//yula
   1 britannula//eula
   1 breakfas//breakfast
   1 brake//break
   1 boys//schoolboys
   1 born//newborn
   1 books//textbooks
   1 bookkeeper//keeper
   1 bolls//bowls
   1 bogus//is
   1 board//checkerboard
   1 blueskins//blueskin
   1 blessings//blessing
   1 ble//considerable
   1 blasts//blast
   1 billygoat//goat
   1 bein//being
   1 beg//meg
   1 before//for
   1 befal//befall
   1 beeder//reeder
   1 beebe//b
   1 battleaxe//battalax
   1 battleaxe//adelax
   1 bains//band
   1 badauderie//badgery
   1 babirusa//barbarous
   1 aye//e
   1 ay//i
   1 ay//aye
   1 awhile//while
   1 attendants//attendance
   1 atholemen//men
   1 athenais//athenay
   1 athenais//athenae
   1 atchison//achitson
   1 at//it
   1 ask//asked
   1 ascendency//ascendancy
   1 as//to
   1 as//a
   1 arrangement//do
   1 aronnax//arenax
   1 argyle//argyll
   1 ardle//mcardle
   1 apposition//opposition
   1 anymore//more
   1 answerd//answered
   1 angor//anger
   1 anders//ander
   1 and//wherein
   1 and//maiden
   1 and//as
   1 and//an
   1 an//on
   1 alluvion//alluvian
   1 allers//always
   1 aignan//aignon
   1 afterwards//after
   1 afterdeck//deck
   1 affected//effected
   1 affect//effect
   1 adona//adonna
   1 acknowledgement//acknowledgment
   1 abolitionists//abolitionist
   1 abbe//abbey
   1 9//not
   1 8//1888
   1 7//1837
   1 1000//1000th
   1 1//when
   1 1//someone
   1 1//rarein
   1 1//anyone
