reference\tweight
saild	2.69
sailorman	2.69
sandford	2.69
sate	2.69
saved	2.69
saw toothed	2.69
say	2.69
scathe	2.69
scene	2.69
sceura	2.69
scevra	2.69
school boys	2.69
scouting	2.69
scuse	2.69
scutcheon	2.69
seem	2.69
sence	2.69
senor	2.69
senora	2.69
sent	2.69
sentences	2.69
servant	2.69
shall	2.69
shames	2.69
shewd	2.69
should	2.69
showring	2.69
sif	2.69
sight seers	2.69
silviadid	2.69
silviadies	2.69
skillful	2.69
sleeve	2.69
smild	2.69
snubnosed	2.69
solon	2.69
some time	2.69
sorrel	2.69
sou	2.69
southey	2.69
stage	2.69
starlit	2.69
strength	2.69
summers	2.69
supper	2.69
surfaces	2.69
survive	2.69
suspicions	2.69
swan	2.69
sweep	2.69
swoons	2.69
sword like	2.69
table cloth	2.69
tag lines	2.69
tail	2.69
tea	2.69
technique	2.69
tenability	2.69
text books	2.69
than	2.69
thee	2.69
thorleif	2.69
thrilled	2.69
thro	2.69
timascheff	2.69
tintint	2.69
tintoret	2.69
to day	2.69
to morrow	2.69
today	2.69
toilette	2.69
tooms	2.69
tould	2.69
towne	2.69
treble	2.69
treddleston	2.69
tuppeny	2.69
twas	2.69
unclenched	2.69
under surface	2.69
underground	2.69
unwarily	2.69
up hill	2.69
up stairs	2.69
upon	2.69
valleyed	2.69
van	2.69
villad este	2.69
watermill	2.69
welcomed	2.69
what not	2.69
whatever	2.69
whittaw	2.69
whittawd	2.69
wholly	2.69
withes	2.69
wolf	2.69
woman	2.69
wood cutters	2.69
woodbegirt	2.69
world wide	2.69
worse	2.69
worst	2.69
yearning	2.69
